标题,标题链接,头像,user-detail__name,resource_date
提到大明寺就想起了鉴真法师，所以每次到扬州都会去大明寺参观一下，他也是扬州必去的几个景点之一，非常值得一去，非常不错！！,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165953893.html,https://dimg04.c-ctrip.com/images/Z8031700000134ut9BA47_C_180_180.jpg,帅哥博然,2021-03-13
千年古刹大明寺历史悠久，唐代名僧鉴真东渡日本前在这里传经授戒。栖灵宝塔巍峨壮观，得见释迦牟尼舍利真身，三生有幸，还有撞钟祈福活动。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165999118.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,浅颜墨,2021-03-19
大明寺位于江苏省扬州市区西北郊，因初建于南朝宋孝武帝大明年间而得名。隋代称“栖灵寺”、“西寺”，唐末称“秤平”等。清代，因讳“大明”二字，一度沿称“栖灵寺”，现被国务院批准列入第六批全国重点文物保护单位名单。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165557026.html,https://dimg04.c-ctrip.com/images/Z803160000010g2bq615E_C_180_180.jpg,M22****5222,2021-01-17
大明寺，位于江苏省扬州市区西北郊，因初建于南朝宋孝武帝大明年间而得名。隋代称“栖灵寺”、“西寺”，唐末称“秤平”等。清代，因讳“大明”二字，一度沿称“栖灵寺”，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165556933.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g3/M02/95/E9/CggYGlZdJCuAJyQRAADkY4Wvzug356_C_180_180.jpg,格格,2021-01-17
"扬州1
瘦西湖42
7点半到的，游客服务中心的工组人员还没有上班，但游客服务中是开着的，这里有自助寄存柜，数量不多，只有6正3长，长的柜子也不是很大，大件要等工作人员到位了人工寄存，都是免费的。桌上有导游图，可自取。
　　景区里只有小卖部，正儿八经吃饭的地儿没有，不过石壁流淙里面的小卖部15元1笼6个小包子的味道还不错，没有冶春的那么咸，还有点甜甜的。",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165264105.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-12-08
"扬州1
瘦西湖15
瘦西湖，借取西湖一角堪夸其瘦，移来金山半点何惜乎小，清秀婉丽的风姿独异天下诸湖。 游览瘦西湖，我们选择了与众不同的路线，先游览大明寺，然后大明寺出来步行进入离得很近的瘦西湖北门。 一般人主要是游览瘦西湖的南半部分，因为著名的景点二十四桥、五亭桥都是在南边，所以旅行团也不会带游客来北边。从瘦西湖北门横穿至南门，虽然也有点远，但是可以游览整个瘦西湖，是自助游览瘦西湖的最佳选择。如果是自驾车来，也可以穿过瘦西湖再做旅游专线回另一个门取车，非常方便，不用走回头路。 瘦西湖北边的风景也是绝佳，绝对不亚于南边，我感觉瘦西湖小巧精致，秀美绝伦，和西湖完全不同。",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165061112.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-11-13
几十元的门票，进去后蹭个旅行团听听讲解还是值的。人不算多，慢慢逛2个小时足矣，基本走遍了每个角落。20块钱登上栖灵塔顶，尽揽扬州风光，一定要登上去看看，不然白来了。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165453117.html,https://dimg04.c-ctrip.com/images/Z80p0j000000ad7py56F0_C_180_180.jpg,阿尔布斯肖恩,2021-01-02
"扬州2
大明寺7
不得不提的是我们国旅的导游把大明寺的历史介绍的非常完善，至于与对于这座不大的寺庙还是感觉蛮有看头的，不然自己走马观花的看一定很快看完的！
这里不仅是寺庙也是扬州一个景点，里面很有历史很现代相结合的感觉，里面还有一个天下第五泉也是蛮有意思的，按导游说这个泉也是没有人会来争这个第五的名次的了!",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165330350.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-12-17
"扬州1
瘦西湖38
瘦西湖是位于扬州市区内，是国家5A级旅游景区，当然，在春秋季的时候是一个旅游旺季了。在周日的一大早 ，我大概七点到的南门入口 ，进入园内已经有一大波人潮了 ，没想到大家的热情如此高涨 ，在瘦西湖景区内，有一座白塔非常的显眼，它的背后有一个关于乾隆游瘦西湖 “一夜造 白塔 ”的故事。",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165234829.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-12-04
"扬州1
瘦西湖10
从瘦西湖南门进去的，景点都比较集中在南门，越往北门走越冷清，都是大片的林子，不过出了北门，离大明寺就不远了，走过去也很近。我是3月2号去的，多雨的季节，要打伞玩就不是很方便，而且今年春天来的比较晚，花都没怎么开，园子里都还是梅，总体有点冷，等天暖一点应该更美吧。逛一下圈下来真的要3.4个小时，里面太大了。门票在售票处现买的是100元。",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165019454.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-11-08
"扬州1
瘦西湖7
瘦西湖的核心景点集中在大虹桥和熙春台之间，游览瘦西湖的路线很简单，从大虹桥上的南门进入，沿着长堤向北走到小 金山 ，再转向西走，顺序游览核心景点，全程大约需要两小时。走到熙春台，此时有三种选择：一是若时间足够可继续向北游览万花园，从北门出去;二是时间不够直接从附近的西门出去了;三是从熙春台坐游船回到南门。",https://gs.ctrip.com/html5/you/comment/detail/1894/11/164994223.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-11-05
大明寺因初建于南朝宋孝武帝大明年间而得名。1500余年来，寺名多有变化，隋代称“栖灵寺”、“西寺”，唐末称“秤平”等。乾隆三十年皇帝亲笔题书“敕题法净寺”。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165678637.html,https://dimg04.c-ctrip.com/images/Z803160000010g2bq615E_C_180_180.jpg,M22****5222,2021-02-06
扬州古城内极具人文特色的景点，虔诚佛教信徒都会来拜拜，鉴真东渡纪念馆也分布于此，一进入景区心情感觉就会平复下来，工作人员也十分和善。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165823498.html,https://dimg04.c-ctrip.com/images/Z80u0d0000006ujchE8AE_C_180_180.jpg,爱到喝完可乐,2021-02-24
"看两堤杨柳全依水，一路楼台直到山——瘦西湖美景
品早上皮包水，晚上水包皮扬州慢生活。早茶推荐扬州三春—富春，冶春，共和春
吃特色扬州菜，扒烧整猪头，拆烩鲢鱼头，蟹粉狮子头，扬州特色炒饭
转江南最大盐商私家园林个园，逛豪宅，赏奇竹，看假山
聆江淮官话，听吴侬软语，南风北韵，千秋粉黛",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165945628.html,https://dimg04.c-ctrip.com/images/Z80k1900000165bzp468B_C_180_180.jpg,M48****492,2021-03-12
有缘看到柒灵塔上之舍利子，点了莲花灯，敲了佛钟，对扬州大明寺印象棒棒哒，佛度有缘人。大明寺是鉴真大师修行中很重要的一站哦,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165632320.html,https://dimg04.c-ctrip.com/images/Z80q11000000qeuycD2FB_C_180_180.jpg,乖乖小纯情,2021-01-29
"扬州1
瘦西湖23

来扬州必须打卡的地方就是这里了，况且我也是第一次来扬州，著名的湖上园林瘦西湖总归是要来的，不然就像没来过扬州似的。
我们周六早上9点刚过入园的，这时候游客还不算多，导游带着我们把经典的路程走了一遍而且不走回头路，五亭桥、钓鱼台、小金山、白塔、二十四桥等园内经典代表景点我们都参观了，我们大概用1个半小时多一点时间也就出园了，这时候游客也越来越多了！瘦西湖还是值得来一看的地方！",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165112618.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,倩宝嘻嘻,2020-11-19
有一种缘叫～佛缘！无论你身在何处佛光普照如影随形🙏🙏🙏走进大明寺心中一份恬静。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165548437.html,https://dimg04.c-ctrip.com/images/Z80u0c00000065x15B4C2_C_180_180.jpg,严家浜大姐大,2021-01-15
景色不错，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165927667.html,https://dimg04.c-ctrip.com/images/Z80w0z000000o4bmmC9E5_C_180_180.jpg,M22****7796,2021-03-10
康熙、乾隆多次下江南到达的景点，烟花三月下扬州～二十四桥明月夜 ，玉人何处教吹箫，就是指瘦西湖风景，小雪季节到了瘦西湖，也有冬季的火红金黄，漫步湖堤，心旷神怡，游人虽没有旺季人多，但更能安静感受休闲乐趣～～,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165250505.html,https://dimg04.c-ctrip.com/images/Z80j090000003lzvx18F6_C_180_180.jpg,普陀信徒,2020-12-07
景色不错，性价比高，总体超赞，有趣好玩，两个景点相距不远，从瘦西湖北门出来步行五百米即到大明寺。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165442933.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,Jollyeah,2021-01-01
人超级多，烧香拜佛的人很多，香火很旺。这里还靠近瘦西湖，适合旅游打卡圣地，附近还有大草坪，有许多人开始搭帐篷放风筝了，还是很不多的。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165738649.html,https://dimg04.c-ctrip.com/images/Z8071f000001gkctn0EF6_C_180_180.jpg,Lucifinil forever,2021-02-14
景色不错，使用方便，现买现用，刷身份证就可直接入园,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165877243.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,一天改一次,2021-03-03
景色很美！性价比高，有趣好玩，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165903754.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M45****116,2021-03-07
"大明寺还是很漂亮的，赞👍！
特别喜欢栖灵塔，登高揽胜，风景绝佳！还有古人诗词陪衬烘托，平添几分古韵，虽然塔是新修的……",https://gs.ctrip.com/html5/you/comment/detail/1894/11/164713698.html,https://dimg04.c-ctrip.com/images/0Z81k120008avbd3a3F84_C_180_180.jpg,把剑长歌,2020-10-08
"带父母去次大明寺 有免费讲解带我们理解下～ 
景区人不多晃晃悠悠很不错",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165341391.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,amandalin1020,2020-12-19
大明寺……千年古刹，也是淮东第一观。鉴真和尚东渡日本前的传经受戒地。平山堂、鉴真纪念堂、栖灵塔等都不错，值得一游。从瘦西湖北门出去步行10分钟左右即到达大明寺大门。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165223295.html,https://dimg04.c-ctrip.com/images/Z8030z000000mko2x2E95_C_180_180.jpg,晚霞风车,2020-12-03
我是一名扬州人，也是第一次进大明寺，首先景色是没得说的，但是有一点我感觉好矛盾，首先门票要钱我理解，毕竟一个古寺需要运营维护，但是里面充斥着商业化的气息，香烛全是外来商贩，三炷香20到60不等，财神殿门前也有一个摊位，其实换作寺庙自营，3柱清香完全可以用更亲民的方式带给香客，还有栖灵塔，也是收费的，这个费用我本来不抗拒的，后来上到8层，朝拜释迦牟尼佛舍利的时候，一个居士说，能来朝见的都是几辈子修来的缘分，我就在想，花钱的就有缘，人家不花钱的就跟佛无缘了吗？佛度有缘人还是有钱人？如果都以运营成本作为借口的话，那这佛法是如何传承千年的，古时候有香客供奉，现在不也有吗？而且香火钱也毫不逊色啊！,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165929899.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,_WeCh****691761,2021-03-10
就是一个高级一点的公园，景色确实不错。但不是很适合年轻人出行，性价比较低，没什么玩的。有文学功底的人适合来了解一些历史文化。可能比较有趣。凡俗人单纯来玩不是很推荐。就只能看风景。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165942962.html,https://dimg04.c-ctrip.com/images/t1/headphoto/397/132/243/542067aa29904ae9aca7e88f43eaeb6f_C_180_180.jpg,_WeCh****342227,2021-03-12
近扬州城，清晨自驾去的，寺庙很幽静，不像有些寺庙喧嚣。大明寺东侧晴空阁北院东廊壁上，嵌有清代著名书法家邓石如的篆书心经，值得一看。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165959695.html,https://dimg04.c-ctrip.com/images/t1/headphoto/882/320/089/158cae5ddb6143c0b6ae18523614cf08_C_180_180.jpg,M40****125,2021-03-14
挺好，寺庙内有免费导游讲解。就是上塔得另外购票，26一位只收现金，有点贵，但是还是值得蹬塔的，否则来得就毫无意义。塔的七层能看到扬州瘦西湖全貌，八楼有唯一一颗真身舍利子供奉，得见识一下。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/164738206.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,shu****230,2020-10-10
扬州的大名寺，景色还不错，修身养性,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165814194.html,https://dimg04.c-ctrip.com/images/zc02170000011l03o44C7_C_180_180.jpg,风尘子8,2021-02-22
在携程***的大明寺和瘦西湖联票，刷***就可以进入景区，方便快捷，而且有优惠，大明寺禅意浓厚，瘦西湖如诗如画，确实值得一来。性价比高，景色不错，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165101991.html,https://dimg04.c-ctrip.com/images/Z8071a000001aan9aD0D4_C_180_180.jpg,鹏哥带你行,2020-11-18
这个是扬州市里面最值得去的景点。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165847990.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,快乐开心-南京,2021-02-27
扬州的大明寺，一定要去看一看！,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165865491.html,https://dimg04.c-ctrip.com/images/zc02170000011l03o44C7_C_180_180.jpg,风尘子8,2021-03-01
挺好的，上塔还能看到扬州瘦西湖全景性价比高，景色不错，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165929390.html,https://dimg04.c-ctrip.com/images/t1/headphoto/685/724/771/3cd584c18f744104b47d3f3d075d10e3_C_180_180.jpg,宝贝小肉,2021-03-10
地方本身还是很可以的了，扬州介乎于江南与苏北之间，多少还算到一段江南式的灵秀，瘦西湖与大明寺景区挨的很近，感觉真的就是步行距离可以一起看！,https://gs.ctrip.com/html5/you/comment/detail/1894/11/164921476.html,https://dimg04.c-ctrip.com/images/Z8061a0000018hhsc4CAE_C_180_180.jpg,路乔有俩,2020-10-28
下次还来玩,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165891305.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,M31****6031,2021-03-05
"总体超赞，性价比高，景色不错，有趣好玩，
地方大，总能找到人少的角落。
里面的扫地工人居然还热情的介绍文化背景，大叔真讲究。惊艳了。",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165037873.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M01/2F/B8/CghzgFTLjJ-AE7oPAAAV9NXrtO8116_C_180_180.jpg,咖啡java,2020-11-11
值得一去。中式、日式结合风格特色寺庙，栖灵塔最高层有释迦摩尼佛祖的舍利子可以祭拜🙏,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165969563.html,https://dimg04.c-ctrip.com/images/t1/headphoto/491/056/464/eb3c7472323e4c3598f58ffa8a6fce99_C_180_180.jpg,M23****9300,2021-03-15
大明寺，真的给我惊喜！游玩瘦西湖，坐船一路向北，离大明寺不远了。寺庙挺大的，登庙愿望，一览无遗。还可以敲钟，是不是很棒。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165635304.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,177****3895,2021-01-30
瘦西湖的景色确实不错，但是配合门票定价来看，性价比就比较低了。大部分景点都是根据古人的诗或者资料复建的。大明寺当然也是复建的，但是是仿唐建筑。国内唐宋风的建筑实在太少了，看在这个份上，给个好评吧。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165129506.html,https://dimg04.c-ctrip.com/images/zc0l170000011e3741A91_C_180_180.jpg,M80****42,2020-11-22
"【景色】扬州瘦西湖景区风景如画，景色宜人，很不错的地方
【趣味】旅游度假趣味多多
【性价比】景区范围很大 性价比很高",https://gs.ctrip.com/html5/you/comment/detail/1894/11/165497495.html,https://dimg04.c-ctrip.com/images/Z80v0x000000lex7u5858_C_180_180.jpg,一叶知秋77,2021-01-08
烧香拜佛好去处，景色也很不错,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165788501.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M57****18,2021-02-19
佛教文化比较浓，只是工作人员态度有点不理想，需提高修养…,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165861205.html,https://dimg04.c-ctrip.com/images/Z80d0h00000090sdq810E_C_180_180.jpg,飘动云彩的游民,2021-03-01
景色不错，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165983031.html,https://dimg04.c-ctrip.com/images/t1/headphoto/177/080/529/285e9abeede347d9a7c1cc5e1b4c9287_C_180_180.jpg,想要骑车走天下,2021-03-17
很不错的景点，人不太多，可以好好转转，但注意有导游说是寺里免费讲解的，还是要注意不要上当,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165363014.html,https://dimg04.c-ctrip.com/images/Z8031900000178sliFF75_C_180_180.jpg,138****3499,2020-12-22
喜欢景色不错，有趣好玩，总体超赞，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165961313.html,https://dimg04.c-ctrip.com/images/Z80o0r000000he56i5A3D_C_180_180.jpg,183457,2021-03-14
有趣好玩，景色不错，性价比高，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165956395.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,_WeCh****13829,2021-03-14
总体超赞，有趣好玩，景色不错，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165920331.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,Rose点,2021-03-09
大明寺非常好！虽然商业化有点严重，但不妨碍游览效果。就是寺庙内设立的活动拍照立体看板啥的太杀风景！登塔另收费，26，没上去，下面看看也很美。这个季节的瘦西湖没什么好看，不像旺季一步一景，而且冬天扬州很冷，随便看看吧就。性价比高，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165253530.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g4/M06/B6/D9/CggYHVZdHz6ACoFXAADNQfCNLQk573_C_180_180.jpg,truecola,2020-12-07
这里的江南景色很美，景区很大，走到脚疼,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165979763.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,曈宝之家,2021-03-17
喜欢栖灵塔，上塔有释尊舍利，还有师兄教妙音唱颂和回向，感受佛教文化很有意思,https://gs.ctrip.com/html5/you/comment/detail/1894/11/164724494.html,https://dimg04.c-ctrip.com/images/Z80d0l000000cw2eh0396_C_180_180.jpg,庄子与惠子游于濠梁之上,2020-10-09
周边景点：何园、个园、瘦西湖，如果打卡，可以考虑大明寺和瘦西湖一起安排。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165654034.html,https://dimg04.c-ctrip.com/images/Z80m0x000000lmk0z8EDE_C_180_180.jpg,聪聪85,2021-02-02
外面就看有叔叔阿姨要给你看手相,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165899907.html,https://dimg04.c-ctrip.com/images/Z80e0j000000aku0kEE5D_C_180_180.jpg,130****6180,2021-03-06
门票本身也不算高，而且享受了医护免费很开心。香火很旺，游人不少。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/164737000.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g4/M05/9B/02/CggYHFXRJQ6AS2ReAAAep4FRTGM810_C_180_180.jpg,大豆子1022,2020-10-10
总体超赞，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165986712.html,https://dimg04.c-ctrip.com/images/t1/headphoto/857/872/237/edc9e981b00e436a8dcee595001d62fa_C_180_180.jpg,M29****0515,2021-03-17
景色不错，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165938747.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,115****897,2021-03-11
很好很方便总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165914311.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,61****875,2021-03-08
刷身份证入园，方便。,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165765603.html,https://dimg04.c-ctrip.com/images/t1/headphoto/757/757/889/3b86691007a54fe684f07e198432d09b_C_180_180.jpg,M29****7634,2021-02-17
过来玩发现还是挺不错的，古城的气息...enmm下次还会来的,https://gs.ctrip.com/html5/you/comment/detail/1894/11/164784947.html,https://dimg04.c-ctrip.com/images/Z80h14000000wwvtdBB91_C_180_180.jpg,走刃小王子,2020-10-14
不错的，价格也不贵,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165884879.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,300****710,2021-03-04
挺好的，素斋也很好,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165773358.html,https://dimg04.c-ctrip.com/images/t1/headphoto/857/872/237/edc9e981b00e436a8dcee595001d62fa_C_180_180.jpg,平安快乐555,2021-02-18
性价比高，素面不错,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165765915.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_m13****9038,2021-02-17
总体感觉还行，基本一步一景，和老妈从瘦西湖一路溜达到大明寺的，但瘦西湖内指示到大明寺的路标是不存在的只能找从北门出口的标志哦！值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/164557847.html,https://dimg04.c-ctrip.com/images/Z80w0z000000mv2qp098B_C_180_180.jpg,小钱黛子,2020-09-28
不错的产品,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165962053.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,爱新觉罗经理,2021-03-14
景色不错，,https://gs.ctrip.com/html5/you/comment/detail/1894/11/165943264.html,https://dimg04.c-ctrip.com/images/t1/headphoto/177/080/529/285e9abeede347d9a7c1cc5e1b4c9287_C_180_180.jpg,M25****1484,2021-03-12
