标题,标题链接,头像,user-detail__name,resource_date
"溱湖湿地素有水乡明珠之称的溱湖国家湿地公园位于江苏中部的里下河地区，地处泰州市东郊，2003年开园，2005年11月被国家旅游局批准为国家AAAA级旅游区，同年被国家林业局批准为国家湿地公园，成为江苏首家，全国第二家国家级湿地公园。景区总体规划面积26平方公里，这里水草丰茂，远古时期曾是珍稀动物麋鹿群居的乐园。虽经沧海桑田，依然保持着洁净的水域环境、原始的湿地生态，加之稀有的地热温泉，更显弥足珍贵。湖东面的河横村被联合国环境规划署命名为生态环境“全球500佳”，2005年被国家旅游局命名为全国农业观光旅游示范点，为部省共建的社会主义新农村示范点。湖北面的溱潼是中国历史文化名镇，繁富千年，历代文人墨客留下众多佳词丽句。“溱湖八景”充满诗情画意，溱潼会船更以其浓郁的民俗风情独步天下。湖南面桥头镇有被誉为“十七世弓马世家，五百年衣冠旧地”的刘状元府旧址，清乾隆年间，刘氏兄弟三科两中武状元，传为美谈佳话。溱湖地区水土肥美，气候温和，人民勤劳智慧，各类水产极为丰饶，尤以簖蟹、鱼饼、虾球名闻遐迩，“溱湖八鲜 ”堪称水乡饮食文化中的珍品杰作，2007年被评为“中国十大饮食类节庆”。　　溱潼古镇最早得名于明代。原名秦潼。后乾隆经此，朗声念道“秦潼”,然后略作沉思说:“此处四面环水,名字也应该字字含水,现在只有‘潼’字带水,朕给‘秦’字也加上三点水。”自此溱潼的名字就流传下来了。从名字来看,命中注定了溱潼与水的不解之缘。清代中叶起，溱潼农业、渔业和窑业日渐兴盛，又处姜兴河、泰东河的交汇之地，占航运之利，是漕运盐运必经之地。随之人烟稠密，店铺林立，成为水乡的闻名市镇。二十年代至抗战初期，溱潼粮食贸易繁荣，米厂、油坊越办越多，茶馆、饭店、浴室兴起，交通运输业、金融业、商业相应发展。镇上有电灯照明，电话、电报成了商家的通讯手段。《溱湖日报》、《溱报》相继问世。溱潼一度有'小上海'之称。发展至今天，溱潼已成为闻名遐迩的历史名镇、全国重点镇。溱湖农业生态园　　溱湖湿地农业生态园，由泰州市中艺农业生态园园艺有限公司独家投资。位于江苏泰州姜堰溱潼古镇，东临国家4A级湿地公园，西与千亩果林接壤。于2007 年11月15日正式动工新建，占地300余亩，总投资约1.2亿元人民币。园区共分为两大区域，以沈马公路为分界，以南是蔬菜新品种研发，深加工及餐饮、休闲、商务、生活区交通 隐藏",https://gs.ctrip.com/html5/you/comment/detail/65217/11/165660002.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,小猪罗比,2021-02-03
值得一去的湿地公园，风景秀丽，线路设计合理不重复，进门要坐船摆渡上岛，首先是一个展馆，知识性与趣味性结合。坐揺橹船穿行在芦苇荡很有感觉，中秋去的，正赶上簖蟹上市,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164837506.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,新月光,2020-10-20
比预料中要好！爸妈和小孩都很喜欢，空气好，绿化不错，人挺多的，不过大家都玩得挺开心。最后一段路我们另外出钱坐了电动船和皮划艇。里面有挺多孩子可以玩的东西，我觉得要比去上海的公园省钱多了哈哈哈，世纪公园里儿童乐园电动项目一会就一百多烧掉了，这里免费的探险项目还能锻炼身体，有益身心。有趣好玩，景色不错，体验很好，值得推荐，看到了麋鹿❤️,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164707890.html,https://dimg04.c-ctrip.com/images/Z80s1g000001h9j8x51EA_C_180_180.jpg,上海时幻鲨,2020-10-08
溱湖风景优美最奇为候鸟数量众多或在湖面上空飞翔，或在湖面上游来游去，场面非常壮观。溱湖湿地内河汊交汇，河水清澈，水草茂盛，鱼儿乐在其中，珍希的野鸭这里随处可见，真是好生态呀。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165087296.html,https://dimg04.c-ctrip.com/images/t1/headphoto/207/494/838/fa687736cf3f484480526cfc0eb6c073_C_180_180.jpg,M32****1790,2020-11-16
相对于其他景区人不是那么多，周边可以去看看,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165988544.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,ch****zd,2021-03-18
亲子游的好地方水乡美景乘船游览更是美哉！,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165933612.html,https://dimg04.c-ctrip.com/images/headphoto/192/795/712/da39ccbb76b8480eaef7c8e5eee8bd88_C_180_180.jpg,139****2267,2021-03-11
"泰州溱（qín）湖国家湿地公园，位于江苏省泰州市姜堰区，是由国家林局批准设立的江苏首家国家级湿地公园，2012年3月31日被评为国家5A级旅游景区。

地处江苏中部，江淮之间，溱湖已作为江苏省重点旅游开发项目列入《江苏省旅游业发展”十五“计划和2020年远景目标纲要》。",https://gs.ctrip.com/html5/you/comment/detail/65217/11/164710903.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,M41****305,2020-10-08
湿地风景挺美的，坐船慢悠悠地欣赏,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165901323.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,M21****483,2021-03-06
现在建的真是越来越漂亮了，挺好玩,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165901331.html,https://dimg04.c-ctrip.com/images/t1/headphoto/397/132/243/542067aa29904ae9aca7e88f43eaeb6f_C_180_180.jpg,M31****5725,2021-03-06
这一片湿地知道人不多欢迎大家来。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165381964.html,https://dimg04.c-ctrip.com/images/headphoto/769/739/986/1c5b3d575818422fbd56e16db2e55902_C_180_180.jpg,与人为善有容乃大,2020-12-24
景色非常美，适合带佳人游玩！！,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165790756.html,https://dimg04.c-ctrip.com/images/Z8090g0000008nldo458B_C_180_180.jpg,8867518,2021-02-20
整个湿地公园逛了一圈，3个半小时，空气好，风景好，休闲游，很不错,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164665570.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M07/88/F1/CghzfVWYgQeAZqX7AAAfzSXjf9o332_C_180_180.jpg,guobaoxuan,2020-10-06
"找了全网没找到个正经攻略。我今天刚回来，首先停车是按时间收费的，并不是10元一次！进出都要坐大船，这是包含在门票里。记得半小时一班(整点和30分一班，去早了只能等。)然后整个景区如果你不想花钱，你得早上就进，然后走的跟狗子一样才能到你要去的景点，你要去看下麋鹿，你得走7公里左右。其他的还要走路。当然你可以坐船，或者电瓶车。摇橹船240可以座6个人还有贵的座8个人的。还有还有电动观光车300块钱还是多少的。反正都是几大百，然后你还不好找拼车拼船的。反正最贵的是600还是800的。如果不是好多人组团，你就别费劲了，没意思的。花几百块钱也没多长时间。我是坐的电动班船，30块钱一个人，如果想少花钱，建议坐这个，很多地方你还是要自己跑腿。因为只能坐两站路，第二次就让你回到出口了。(切记，坐船时买的票不能扔，因为第二次坐船还是需要的，没有就回不去了，只能走路，班船也是半小时一次)
我这一路上只看到了三只圈养麋鹿，鳄鱼正在冬眠，最后回去坐大船的时候在水里看到几只黑天鹅和几只鸳鸯！其他什么都没有！什么都没有！真的什么都没有！
景区时间8.30－17.00(15.30是最后一班大船进去，过了就进不去了)",https://gs.ctrip.com/html5/you/comment/detail/65217/11/165739027.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,Andrefool,2021-02-15
泰州有座溱湖国家湿地公园，绝对是当地必打卡的景区。这里的水环境极佳，适合租一条摇橹船在水面荡漾；这里也是麋鹿的故乡，曾出土国内唯一一具完好的麋鹿化石；这个季节还少不了品尝簖蟹的美味，它是国家地理标志产品。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165298872.html,https://dimg04.c-ctrip.com/images/Z80v0j000000a8s855B37_C_180_180.jpg,世界美食游走达人,2020-12-13
坐船进入景区后游览路程7.5公里，很大很大，景色宜人，慢悠悠的逛一圈也不会感觉很累。总体而言还是很不错的一个地点，值得去玩一下，唯一的缺点是室内展馆部分较逊色，没有特色没有新意没有趣味，如能改进必然增色不少。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164776109.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,117****008,2020-10-14
携程网上购票，二维码扫描，非常方便，门票包含游船票。空气很好，景色也很好，沿着木栈道慢慢逛，心情也好。整个湿地全部逛下来费时3.5个小时。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164674899.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M07/88/F1/CghzfVWYgQeAZqX7AAAfzSXjf9o332_C_180_180.jpg,guobaoxuan,2020-10-06
值得一游，景色不错，游船安排合理 ，游览线路设计的也可以，还有电瓶车选择 ，船也有手摇船，电动船选择，当然如果年轻选择步行也是不错的选择。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164755853.html,https://dimg04.c-ctrip.com/images/Z80l0f0000007hq8yCC87_C_180_180.jpg,johnybh,2020-10-12
十一出游第一站 吸吸氧还不错 进去先坐船去里面湿地 全程一条道不走回头路 全程走下来还是挺长的中间有自费船自费电瓶车可选,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164611005.html,https://dimg04.c-ctrip.com/images/Z80b0y000000m3xna2CD4_C_180_180.jpg,yayoimina,2020-10-03
"景色不错，环境很好，绿色生态，水陆交辉，鱼鸟相称！
有趣好玩，有一些小孩喜欢的冒险娱乐项目，小孩很喜欢！值得推荐，这次是第二次去了！",https://gs.ctrip.com/html5/you/comment/detail/65217/11/164692163.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,行-人,2020-10-07
泰州的5A级景区溱湖湿地公园非常美丽，而且相对游客不算拥挤，休闲又开心，旅游感知超好，溱潼古城不大，朴素又安静，适合闲庭信步。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164717139.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,程志红,2020-10-09
这家的门票还挺贵的要80块钱一个人，但是这个价钱是包含了从西边的游船码头坐船到东边的景区集中点游玩的船票。总体来说价格马马虎虎还行吧。所有的景区基本上都在东边的半区，都比较集中，而且会有很明确的指示牌告诉游客游览路线是什么，在园区内没有额外的景点收费了。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164858518.html,https://dimg04.c-ctrip.com/images/Z8020z000000neew46E85_C_180_180.jpg,Chef Z,2020-10-22
值得推荐，十一出行人还是蛮多的，唯一不满的是明明，订单上写的可以领门票，实际去了说没有门票领，因为网上订的。景色很美，景区蛮大的，适合慢慢走慢慢玩，景区里有船可以坐，如果走不动建议坐船，但是景点有几个是坐船玩不到的，所以还是建议走路，几个小时就能玩下来，来回都是坐船，这个是包在门票了面的，还有疫情期间，排队进进去要出示健康码和佩戴口罩。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164691391.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,Zhu****ong,2020-10-07
溱湖适合休闲游，人比较少，也不会太匆忙，上午9点到溱湖湿地公园，坐了摇橹船，中午12点多出公园，周围吃了个饭，也不贵，下午去秦湖古镇转了一圈，买了些特产，大概3点半回家。觉得溱湖公园5A景区肯定达不到，溱湖古镇4A景区也达不到，古镇里面有点乱，导航都找不到入口，里面的游览方向也不太清楚。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164689221.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,M25****4919,2020-10-07
踏青郊游的好去处！坐船游玩嬉戏赏花吸氧体验生活很全面，而且公园超级大！“春色满园关不住”一点不为过！门票60好像，免费大船，快艇一两百！特意清明第二天来这里，因为可以参加一年一次的大型会船节活动！附近有个喜鹊桥，那条街绿草坪上BBQ的人超级多！很惬意！基本私家车都在这边停放，然后统一乘坐免费的接送公交车进景区！如果不去千垛景区，可以从古寿圣寺后门出来沿着别墅区走一趟，全是旺盛的油菜花，而且人少清净！哈哈！说到这里！有机会还去！,https://gs.ctrip.com/html5/you/comment/detail/65217/11/158350156.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g5/M0A/C0/17/CggYsFbm0-eAWuBxAACt8G7pQsE451_C_180_180.jpg,_CFT01****3861914,2019-04-09
门票包括来回船票，虽然人多，但游船班次多、座位也多，所以几乎没怎么排队就坐上了。这里比较适合带孩子来玩，即有湿地科普馆，又有探险乐园，还有很多好玩的独木桥、浮桥等，还可以看麋鹿，就是比较废腿,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164889403.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,ann****ng,2020-10-25
整体感觉非常不错，国庆出游好去处，里面景点超级多，走路，要走好几个小时的。所以要养足精神，带点干粮，水什么。里面小吃环境卫生非常一般，要加强改进。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165805887.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,公子圣,2021-02-21
逛完一圈大概需要两个小时，刚开始的时候还挺有意思的，看了一个馆，还有小娱乐设施可以玩，中间的路程就有点无聊了，景色重复，引导牌也少，不知道要怎么走就会走的很心累。在园区里看到一只超小的猫咪，跟着走了好久，还掉沟里了，差点忍不住带回去。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165061466.html,https://dimg04.c-ctrip.com/images/headphoto/698/551/605/18a439d68d284134bb95fbad8ed662ec_C_180_180.jpg,lycheezhang,2020-11-13
总体来说，是一个带着老人孩子一起踏青吸氧的好地方,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165950113.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,卡夫卡,2021-03-13
溱湖是里下河地区的一个代表性的湿地景点，吃喝玩乐，在这里都能让你满意,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165610574.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g4/M03/DB/1C/CggYHlXXoUOAal32AAAfcDm3W4Q608_C_180_180.jpg,闲人部落,2021-01-25
总体超赞，性价比高，有趣好玩，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/166018648.html,https://dimg04.c-ctrip.com/images/t1/headphoto/982/089/752/f8c7b21182c94524ac4df328fdc7b3dc_C_180_180.jpg,M23****2419,2021-03-22
景色一般，这个季节去不适合，到四五月份估计就好点了，现在是枯黄一片，挺大的，一圈逛下来三小时了，可玩性低，有待改进，哈哈,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165796475.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M45****7277,2021-02-20
附近的5A，从盐城开过去一个多小时，携程票便宜好多，进去有免费船坐到景区，不想等可以坐快艇，今天是五一假期人超级多但等船也没花多少时间还是比较快的，里面空气很好阴凉的地方也很多，但夏天最好还是不要到中午来，春秋天来最好，我们180元租了一条摇橹船，慢慢悠悠的逛圈感觉也蛮好，不过其实不是太大，有体力的还是走一圈吧，感觉应该也不错，湖水也清，宝宝喂了小鱼和黑天鹅，看到了孔雀开屏，麋鹿和鳄鱼都有看到不过没啥意思，倒是在探险乐园里玩了好久，设施齐全服务也还好，收费的项目大家不玩就是，感觉还是值得来一次的，毕竟环境真的还不错，里面只有一家餐厅，就是农事乐园那里，菜烧的不错环境不咋地，大家可以自己带点东西进去吃，吃完了宝宝还去骑了马60元一圈，哈哈，她开心就好！,https://gs.ctrip.com/html5/you/comment/detail/65217/11/154640383.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_WeCh****69913,2018-04-30
景色不错，总体超赞，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165900955.html,https://dimg04.c-ctrip.com/images/0Z84p120008gqg5uwC372_C_180_180.jpg,呆小da,2021-03-06
很值得去的地方，很好玩的地方。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165808759.html,https://dimg04.c-ctrip.com/images/Z80s0j0000009vsgoE594_C_180_180.jpg,龙阿帅,2021-02-22
今天天气不怎么样，还有些冷但是总体来说还是不错的,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165256871.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M0B/AE/4B/Cghzf1UM7EaAEpx3AAEKc-qt3gE345_C_180_180.jpg,139****0918,2020-12-07
风景不错，转一圈，心旷神怡,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165799444.html,https://dimg04.c-ctrip.com/images/t1/headphoto/057/777/943/0b93f8268d5546308915f4f9fcaa9483_C_180_180.jpg,GH飘雪,2021-02-21
总体超赞，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165883248.html,https://dimg04.c-ctrip.com/images/Z80u16000001063f56171_C_180_180.jpg,尛曖昧,2021-03-04
散散心景色不错，不错,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165848317.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,M28****4073,2021-02-27
游客不多，坐船到湿地，慢慢的走一圈特别舒服，空气好景色优美。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164488871.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,小lynn,2020-09-20
景色不错性价比超高,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165797385.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,M24****319,2021-02-20
5A级景区门票只有50元(还包括游船往返)，在门口扫码买票更便宜。景区就像一个大公园，休闲转转不错。但景区维护不佳很多地方都已经杂草丛生。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164659335.html,https://dimg04.c-ctrip.com/images/Z80l0i0000009ip4k5E7A_C_180_180.jpg,乐咚,2020-10-06
景色不错，性价比高，有趣好玩，总体超赞，我觉得挺好玩的。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164853580.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g3/M0A/44/DE/CggYGlXkCduAG0hiAAAkMWL7kPg414_C_180_180.jpg,玖蓝文志,2020-10-22
特别棒，特别好,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165834675.html,https://dimg04.c-ctrip.com/images/t1/headphoto/207/494/838/fa687736cf3f484480526cfc0eb6c073_C_180_180.jpg,_WeCh****80207,2021-02-25
到湿地公园走一圈，呼吸一下新鲜的空气也是非常幸福的一件事情，这个湿地公园也没有被过度的开发环境，非常的自然，走走看看，花了不少的时间,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164938953.html,https://dimg04.c-ctrip.com/images/Z8040d0000006rh7q9FA6_C_180_180.jpg,zixunshi99,2020-10-30
景色不错，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165977243.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,持珠心上,2021-03-16
总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165942383.html,https://dimg04.c-ctrip.com/images/t1/headphoto/272/077/772/76b262d0cc24492abc5c6784c903c2ab_C_180_180.jpg,M31****2987,2021-03-12
有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165833942.html,https://dimg04.c-ctrip.com/images/t1/headphoto/685/724/771/3cd584c18f744104b47d3f3d075d10e3_C_180_180.jpg,M24****7951,2021-02-25
景色不错，值得推荐，体验很好，有趣好玩，泛舟观景，一步一景，整个景区干净，指示牌明确，还有工作人员耐心介绍。老人小孩均适合游玩。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164734194.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,avionmm,2020-10-10
值得一去，特别是春天的时候，仿佛到了儿时的梦,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165496205.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M02/48/7D/CghzfFUek56ARQBBAAAtlheDFqE805_C_180_180.jpg,悠扬的叶,2021-01-08
小时候去过，很大的一片湖水，还有很多小动物！,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165404902.html,https://dimg04.c-ctrip.com/images/zc05170000011gffv6AD5_C_180_180.jpg,芫荽味滴猪,2020-12-28
地处里下河地区，是江苏省首家国家级湿地公园,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165626938.html,https://dimg04.c-ctrip.com/images/Z8011900000164du80A9A_C_180_180.jpg,峰行天下第一,2021-01-28
和家人一行八人来泰州游玩，第一站就是秦湖湿地公园，好大的公园，走走逛逛，不单纯是自然景色还有很多主题的人造景色，值得一来。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164707384.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,139****1678,2020-10-08
景点很不错值得推荐，景色不错，体验很好，有趣好玩，感受各种乐趣，有船，有马，还可以飘流。小孩也很开心高兴。各种探险。很不错,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164672527.html,https://dimg04.c-ctrip.com/images/Z80s170000011s2dr84FD_C_180_180.jpg,羲琪1316,2020-10-06
性价比低，可玩性低，一个比较坑人的景点，72元门票就是一个摆渡船，是看不到景点的，如果要看景点走到里面还要花钱再坐船最便宜30元，我们5个人包了摇橹船240元，船娘唱了2个小调，里面的景点也是人造的，没什么好看,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164761507.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,165****169,2020-10-12
非常值得去的地方，景色优美，赞。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165704952.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_m18****6066,2021-02-10
值得一去，亲子活动很好的选择。,https://gs.ctrip.com/html5/you/comment/detail/65217/11/165509353.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,251454jjbb,2021-01-09
值得推荐，景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164654568.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M03/88/8D/CghzflUtIZ-ARIwgAAAyqPvHBLw528_C_180_180.jpg,M17****381,2020-10-05
景色不错，,https://gs.ctrip.com/html5/you/comment/detail/65217/11/164487461.html,https://dimg04.c-ctrip.com/images/Z804180000013uqy3DB02_C_180_180.jpg,M42****6633,2020-09-20
